zone_encoded,vehicle_encoded,platform_encoded,avg_daily_income,month,account_age_days,income_percentile,seasonal_index,actual_claims_month,fair_weekly_premium,is_high_risk
2,3,3,873.14,3,173,0.513,0.8,0,120.0,1
1,0,0,492.55,5,559,0.945,0.95,0,120.0,0
2,0,2,609.33,10,636,0.282,0.8,0,120.0,1
1,3,2,200.0,12,168,0.238,0.8,0,120.0,0
0,0,4,479.62,9,368,0.418,1.3,0,120.0,0
2,0,4,714.98,12,520,0.083,0.8,2,120.0,1
1,3,3,561.06,9,269,0.665,1.3,1,120.0,0
1,0,4,627.73,4,217,0.974,0.85,1,120.0,0
1,0,0,407.11,4,205,0.444,0.85,1,120.0,0
1,0,1,624.95,10,172,0.39,0.8,0,120.0,0
2,3,0,424.8,6,220,0.09,1.4,3,120.0,1
0,0,1,379.97,12,440,0.593,0.8,1,120.0,0
3,2,0,549.83,4,11,0.406,0.85,1,120.0,1
1,3,3,418.5,10,726,0.314,0.8,0,120.0,0
2,1,3,727.27,10,345,0.278,0.8,0,120.0,1
2,3,2,1002.88,2,127,0.996,0.8,1,120.0,1
1,0,1,959.9,8,587,0.103,1.55,1,120.0,1
0,0,3,398.95,4,26,0.462,0.85,0,120.0,0
0,3,3,586.99,5,122,0.421,0.95,0,120.0,0
2,0,2,852.97,8,533,0.096,1.55,1,120.0,1
2,3,1,603.1,6,729,0.231,1.4,1,120.0,1
2,0,4,925.57,9,143,0.995,1.3,1,120.0,1
1,0,0,600.22,1,229,0.999,0.8,1,120.0,0
1,0,4,561.8,1,667,0.945,0.8,0,120.0,0
2,0,1,703.69,10,303,0.793,0.8,0,120.0,1
1,0,2,654.07,3,487,0.885,0.8,1,120.0,0
0,1,2,512.81,10,724,0.995,0.8,0,120.0,0
2,0,3,745.31,12,202,0.446,0.8,1,120.0,1
1,0,2,900.74,10,311,0.842,0.8,2,120.0,0
3,0,2,603.43,12,60,0.509,0.8,1,120.0,1
2,0,3,693.01,11,226,0.307,0.8,0,120.0,1
0,0,2,772.86,6,449,0.222,1.4,0,120.0,0
0,1,0,821.04,7,556,0.064,1.6,1,120.0,0
1,2,4,929.41,3,600,0.051,0.8,0,120.0,0
2,0,3,740.75,3,613,0.841,0.8,1,120.0,1
1,0,4,638.96,5,309,0.498,0.95,1,120.0,0
0,3,0,519.34,11,130,0.242,0.8,0,120.0,0
0,1,1,547.46,7,528,0.342,1.6,2,120.0,0
2,0,2,660.99,12,643,0.958,0.8,2,120.0,1
1,3,2,673.51,12,250,0.615,0.8,1,120.0,0
3,0,4,868.74,4,342,0.206,0.85,2,120.0,1
2,0,3,510.4,11,69,0.245,0.8,1,120.0,1
2,3,0,767.16,7,494,0.828,1.6,2,120.0,1
1,3,0,427.33,10,634,0.669,0.8,2,120.0,0
1,3,2,440.34,5,122,0.338,0.95,0,120.0,0
0,1,0,533.32,4,20,0.199,0.85,1,120.0,0
2,0,3,669.54,7,266,0.582,1.6,2,120.0,1
1,0,1,643.77,7,652,0.886,1.6,0,120.0,1
1,0,4,577.97,11,69,0.64,0.8,0,120.0,0
3,0,3,1018.93,9,146,0.339,1.3,1,120.0,1
2,0,2,404.39,6,482,0.37,1.4,1,120.0,1
2,2,0,529.81,11,335,0.594,0.8,1,120.0,1
1,1,3,372.55,2,246,0.918,0.8,0,120.0,0
1,3,1,801.39,2,551,0.805,0.8,0,120.0,0
1,3,3,764.16,10,20,0.568,0.8,1,120.0,0
0,3,3,503.73,5,443,0.093,0.95,1,120.0,0
1,2,3,791.67,11,685,0.516,0.8,0,120.0,0
2,0,0,513.85,12,546,0.966,0.8,0,120.0,1
2,0,1,592.36,8,479,0.263,1.55,0,120.0,1
3,0,4,272.33,10,36,0.435,0.8,2,120.0,1
1,0,0,696.72,5,154,0.813,0.95,1,120.0,0
2,1,2,922.12,6,433,0.122,1.4,0,120.0,1
1,2,1,518.84,4,328,0.724,0.85,2,120.0,0
2,1,2,391.69,3,5,0.422,0.8,1,120.0,1
1,1,1,648.92,7,15,0.854,1.6,0,120.0,1
3,0,3,544.0,10,198,0.298,0.8,1,120.0,1
2,2,0,314.51,6,489,0.169,1.4,1,120.0,1
1,1,3,749.59,11,399,0.02,0.8,0,120.0,0
0,2,3,778.75,8,626,0.098,1.55,1,120.0,0
1,0,4,331.84,12,134,0.156,0.8,0,120.0,0
1,0,4,550.96,12,632,0.506,0.8,0,120.0,0
3,1,2,815.48,6,336,0.023,1.4,4,120.0,1
3,0,1,335.79,12,263,0.812,0.8,1,120.0,1
2,0,0,649.2,8,406,0.04,1.55,2,120.0,1
2,2,4,530.89,5,268,0.546,0.95,0,120.0,1
2,3,4,538.97,2,444,0.239,0.8,0,120.0,1
0,0,4,782.04,8,462,0.433,1.55,1,120.0,0
