city,date,month,rainfall_mm,temp_celsius,aqi,trigger_fired
jaipur,2024-08-30,8,10.59,38.52,107.5,0
jaipur,2024-08-31,8,17.21,39.84,110.1,0
jaipur,2024-09-01,9,11.3,35.16,67.6,0
jaipur,2024-09-02,9,4.99,38.68,97.9,0
jaipur,2024-09-03,9,1.04,35.82,68.6,0
jaipur,2024-09-04,9,14.74,33.1,134.1,0
jaipur,2024-09-05,9,8.6,41.77,117.1,0
jaipur,2024-09-06,9,18.01,39.0,90.1,0
jaipur,2024-09-07,9,8.52,35.91,88.1,0
jaipur,2024-09-08,9,6.34,40.13,87.5,0
jaipur,2024-09-09,9,19.21,39.35,122.7,0
jaipur,2024-09-10,9,14.9,42.26,138.5,1
jaipur,2024-09-11,9,11.72,37.12,41.0,0
jaipur,2024-09-12,9,9.93,40.24,149.4,0
jaipur,2024-09-13,9,2.04,37.9,108.2,0
jaipur,2024-09-14,9,7.54,39.51,94.6,0
jaipur,2024-09-15,9,1.55,38.25,133.4,0
jaipur,2024-09-16,9,4.0,39.09,99.7,0
jaipur,2024-09-17,9,3.91,37.22,105.9,0
jaipur,2024-09-18,9,0.71,39.46,85.2,0
jaipur,2024-09-19,9,1.64,36.31,93.5,0
jaipur,2024-09-20,9,2.82,36.3,155.0,0
jaipur,2024-09-21,9,2.26,39.77,114.4,0
jaipur,2024-09-22,9,2.29,35.73,80.0,0
jaipur,2024-09-23,9,9.47,38.21,65.1,0
jaipur,2024-09-24,9,6.29,33.01,82.5,0
jaipur,2024-09-25,9,3.69,38.36,66.8,0
jaipur,2024-09-26,9,10.18,42.71,96.1,1
jaipur,2024-09-27,9,11.05,35.12,136.4,0
jaipur,2024-09-28,9,7.66,37.9,48.7,0
jaipur,2024-09-29,9,2.21,40.34,70.5,0
jaipur,2024-09-30,9,24.72,40.46,53.1,0
jaipur,2024-10-01,10,2.69,36.83,133.3,0
jaipur,2024-10-02,10,2.89,35.77,78.1,0
jaipur,2024-10-03,10,1.33,39.07,145.4,0
jaipur,2024-10-04,10,3.22,39.48,149.1,0
jaipur,2024-10-05,10,2.86,33.57,92.1,0
jaipur,2024-10-06,10,1.03,44.04,119.5,1
jaipur,2024-10-07,10,1.36,37.2,95.1,0
jaipur,2024-10-08,10,0.2,39.09,122.3,0
jaipur,2024-10-09,10,4.21,35.51,169.5,0
jaipur,2024-10-10,10,4.53,37.32,173.3,0
jaipur,2024-10-11,10,0.63,38.54,163.2,0
jaipur,2024-10-12,10,1.2,36.14,148.8,0
jaipur,2024-10-13,10,0.48,39.74,137.5,0
jaipur,2024-10-14,10,1.88,37.68,146.6,0
jaipur,2024-10-15,10,0.65,40.41,101.1,0
jaipur,2024-10-16,10,0.45,36.93,139.5,0
jaipur,2024-10-17,10,1.7,38.01,128.2,0
jaipur,2024-10-18,10,1.82,40.13,108.4,0
jaipur,2024-10-19,10,0.71,38.39,153.7,0
jaipur,2024-10-20,10,2.11,40.3,166.8,0
jaipur,2024-10-21,10,1.7,37.85,110.1,0
jaipur,2024-10-22,10,3.24,36.82,174.8,0
jaipur,2024-10-23,10,0.53,38.98,125.8,0
jaipur,2024-10-24,10,1.07,37.58,108.9,0
jaipur,2024-10-25,10,4.62,37.95,101.8,0
jaipur,2024-10-26,10,0.2,39.19,143.7,0
jaipur,2024-10-27,10,0.84,38.02,120.8,0
jaipur,2024-10-28,10,0.07,40.44,159.1,0
jaipur,2024-10-29,10,2.62,35.87,123.9,0
jaipur,2024-10-30,10,1.89,40.9,158.7,0
jaipur,2024-10-31,10,1.03,40.26,93.7,0
jaipur,2024-11-01,11,1.36,35.13,193.2,0
jaipur,2024-11-02,11,2.21,38.67,186.8,0
jaipur,2024-11-03,11,1.08,37.98,151.7,0
jaipur,2024-11-04,11,0.28,36.95,176.1,0
jaipur,2024-11-05,11,3.2,40.26,156.7,0
jaipur,2024-11-06,11,1.08,37.05,221.2,0
jaipur,2024-11-07,11,4.55,38.64,169.9,0
jaipur,2024-11-08,11,3.64,38.24,175.6,0
jaipur,2024-11-09,11,1.05,39.52,186.5,0
jaipur,2024-11-10,11,0.97,37.02,197.9,0
jaipur,2024-11-11,11,0.66,38.7,187.9,0
jaipur,2024-11-12,11,0.97,37.23,146.6,0
jaipur,2024-11-13,11,0.63,39.93,183.2,0
jaipur,2024-11-14,11,2.25,35.48,204.0,0
jaipur,2024-11-15,11,0.54,37.3,119.7,0
jaipur,2024-11-16,11,1.97,40.51,139.2,0
jaipur,2024-11-17,11,1.47,35.55,191.7,0
jaipur,2024-11-18,11,0.46,39.75,181.0,0
jaipur,2024-11-19,11,1.44,40.53,184.6,0
jaipur,2024-11-20,11,1.9,38.48,166.2,0
jaipur,2024-11-21,11,0.79,37.33,155.8,0
jaipur,2024-11-22,11,3.66,36.1,167.8,0
jaipur,2024-11-23,11,2.8,37.44,187.0,0
jaipur,2024-11-24,11,0.8,36.67,226.8,0
jaipur,2024-11-25,11,1.13,37.32,181.4,0
jaipur,2024-11-26,11,0.61,38.54,160.0,0
jaipur,2024-11-27,11,1.92,38.32,162.5,0
jaipur,2024-11-28,11,0.02,35.61,180.9,0
jaipur,2024-11-29,11,0.67,36.69,190.3,0
jaipur,2024-11-30,11,0.59,36.64,161.3,0
jaipur,2024-12-01,12,1.88,22.53,266.6,0
jaipur,2024-12-02,12,3.62,29.71,193.0,0
jaipur,2024-12-03,12,1.95,24.87,191.7,0
jaipur,2024-12-04,12,0.74,26.93,221.5,0
jaipur,2024-12-05,12,1.13,26.02,270.0,0
jaipur,2024-12-06,12,4.73,25.7,224.3,0
jaipur,2024-12-07,12,1.2,25.18,285.0,0
jaipur,2024-12-08,12,0.34,21.69,230.5,0
jaipur,2024-12-09,12,2.51,28.06,223.2,0
jaipur,2024-12-10,12,0.68,27.49,204.0,0
jaipur,2024-12-11,12,1.12,28.44,175.5,0
jaipur,2024-12-12,12,1.0,25.56,209.5,0
jaipur,2024-12-13,12,2.13,27.48,235.0,0
jaipur,2024-12-14,12,0.18,26.47,229.0,0
jaipur,2024-12-15,12,2.64,25.14,260.6,0
jaipur,2024-12-16,12,1.08,25.06,217.3,0
jaipur,2024-12-17,12,1.96,28.39,239.0,0
jaipur,2024-12-18,12,0.93,23.93,240.8,0
jaipur,2024-12-19,12,2.83,28.61,228.4,0
jaipur,2024-12-20,12,1.5,28.66,223.4,0
jaipur,2024-12-21,12,0.53,23.93,185.9,0
jaipur,2024-12-22,12,0.69,24.73,185.2,0
jaipur,2024-12-23,12,0.98,26.53,171.4,0
jaipur,2024-12-24,12,2.74,22.7,179.0,0
jaipur,2024-12-25,12,0.89,29.09,249.4,0
jaipur,2024-12-26,12,0.62,26.74,239.9,0
jaipur,2024-12-27,12,0.75,30.47,263.3,0
jaipur,2024-12-28,12,0.62,26.98,243.5,0
jaipur,2024-12-29,12,2.19,27.71,222.2,0
jaipur,2024-12-30,12,2.05,27.25,243.2,0
jaipur,2024-12-31,12,1.67,23.09,204.7,0
jaipur,2025-01-01,1,0.4,24.7,294.4,0
jaipur,2025-01-02,1,0.54,22.44,250.1,0
jaipur,2025-01-03,1,0.51,21.81,215.0,0
jaipur,2025-01-04,1,1.44,26.69,242.1,0
jaipur,2025-01-05,1,2.89,24.98,221.1,0
jaipur,2025-01-06,1,0.57,22.73,243.3,0
jaipur,2025-01-07,1,0.1,26.68,232.2,0
jaipur,2025-01-08,1,4.9,25.38,265.8,0
jaipur,2025-01-09,1,2.75,23.94,219.6,0
jaipur,2025-01-10,1,1.03,24.05,256.1,0
jaipur,2025-01-11,1,2.4,27.29,202.0,0
jaipur,2025-01-12,1,3.94,27.49,267.9,0
jaipur,2025-01-13,1,1.07,26.81,210.9,0
jaipur,2025-01-14,1,0.71,22.07,287.9,0
jaipur,2025-01-15,1,1.25,24.0,254.9,0
jaipur,2025-01-16,1,0.4,24.51,230.9,0
jaipur,2025-01-17,1,0.24,24.24,242.6,0
jaipur,2025-01-18,1,4.6,28.24,247.5,0
jaipur,2025-01-19,1,6.02,24.45,259.1,0
jaipur,2025-01-20,1,1.06,22.62,242.7,0
jaipur,2025-01-21,1,1.75,24.98,222.2,0
jaipur,2025-01-22,1,1.17,25.08,315.8,0
jaipur,2025-01-23,1,0.55,23.59,268.8,0
jaipur,2025-01-24,1,1.26,24.3,225.9,0
jaipur,2025-01-25,1,1.82,29.77,218.0,0
jaipur,2025-01-26,1,0.94,24.07,232.1,0
jaipur,2025-01-27,1,0.32,26.09,232.9,0
jaipur,2025-01-28,1,1.15,26.05,249.3,0
jaipur,2025-01-29,1,0.37,22.13,219.2,0
jaipur,2025-01-30,1,3.91,23.41,264.1,0
jaipur,2025-01-31,1,1.45,25.91,251.6,0
jaipur,2025-02-01,2,1.51,29.93,116.1,0
jaipur,2025-02-02,2,1.92,27.98,162.6,0
jaipur,2025-02-03,2,1.88,27.66,112.5,0
jaipur,2025-02-04,2,0.35,27.59,175.0,0
jaipur,2025-02-05,2,2.27,29.84,70.7,0
jaipur,2025-02-06,2,3.47,27.26,103.9,0
jaipur,2025-02-07,2,0.82,27.8,27.8,0
jaipur,2025-02-08,2,1.7,26.74,101.9,0
jaipur,2025-02-09,2,2.44,25.97,53.0,0
jaipur,2025-02-10,2,2.01,25.99,103.1,0
jaipur,2025-02-11,2,3.58,27.39,58.9,0
jaipur,2025-02-12,2,1.15,27.41,44.6,0
jaipur,2025-02-13,2,0.96,25.34,115.5,0
jaipur,2025-02-14,2,2.57,26.45,160.8,0
jaipur,2025-02-15,2,2.38,27.39,140.8,0
jaipur,2025-02-16,2,1.38,29.82,105.4,0
jaipur,2025-02-17,2,1.18,28.49,47.4,0
jaipur,2025-02-18,2,2.17,27.95,131.5,0
jaipur,2025-02-19,2,2.17,25.03,75.5,0
jaipur,2025-02-20,2,2.15,29.69,91.0,0
jaipur,2025-02-21,2,0.93,24.62,101.2,0
jaipur,2025-02-22,2,0.82,27.76,87.0,0
jaipur,2025-02-23,2,2.97,29.54,113.1,0
jaipur,2025-02-24,2,0.16,28.04,124.5,0
jaipur,2025-02-25,2,1.66,26.87,74.0,0
jaipur,2025-02-26,2,1.24,27.53,107.9,0
jaipur,2025-02-27,2,0.14,25.71,59.1,0
jaipur,2025-02-28,2,1.46,28.46,68.2,0
jaipur,2025-03-01,3,0.49,36.54,113.4,0
jaipur,2025-03-02,3,2.36,39.66,78.6,0
jaipur,2025-03-03,3,2.43,40.01,72.8,0
jaipur,2025-03-04,3,2.78,36.69,79.0,0
jaipur,2025-03-05,3,0.99,37.91,83.7,0
jaipur,2025-03-06,3,0.9,42.46,50.5,1
jaipur,2025-03-07,3,0.68,39.39,20.7,0
jaipur,2025-03-08,3,3.81,40.09,124.8,0
jaipur,2025-03-09,3,0.71,39.93,59.2,0
jaipur,2025-03-10,3,1.86,37.13,119.5,0
jaipur,2025-03-11,3,0.28,35.88,88.5,0
jaipur,2025-03-12,3,0.84,39.98,100.7,0
jaipur,2025-03-13,3,0.35,38.13,64.6,0
jaipur,2025-03-14,3,0.57,36.88,50.2,0
jaipur,2025-03-15,3,0.3,38.78,97.2,0
jaipur,2025-03-16,3,0.84,36.81,50.6,0
jaipur,2025-03-17,3,0.9,42.19,49.2,1
jaipur,2025-03-18,3,0.98,40.9,82.6,0
jaipur,2025-03-19,3,0.36,36.98,130.4,0
jaipur,2025-03-20,3,0.78,36.64,168.6,0
jaipur,2025-03-21,3,0.54,39.22,63.2,0
jaipur,2025-03-22,3,0.83,41.0,103.0,0
jaipur,2025-03-23,3,0.97,38.85,131.7,0
jaipur,2025-03-24,3,0.31,39.22,45.7,0
jaipur,2025-03-25,3,3.28,37.8,67.2,0
jaipur,2025-03-26,3,2.44,36.16,157.4,0
jaipur,2025-03-27,3,0.28,35.8,100.1,0
jaipur,2025-03-28,3,1.64,39.8,89.5,0
jaipur,2025-03-29,3,1.01,37.96,118.3,0
jaipur,2025-03-30,3,1.11,37.69,22.0,0
jaipur,2025-03-31,3,0.77,39.81,85.7,0
jaipur,2025-04-01,4,0.22,44.23,55.9,1
jaipur,2025-04-02,4,3.22,47.23,114.7,1
jaipur,2025-04-03,4,1.83,44.27,131.3,1
jaipur,2025-04-04,4,2.96,46.36,137.2,1
jaipur,2025-04-05,4,0.82,43.28,120.5,1
jaipur,2025-04-06,4,0.85,44.83,68.7,1
jaipur,2025-04-07,4,0.43,46.89,113.1,1
jaipur,2025-04-08,4,1.49,44.6,101.8,1
jaipur,2025-04-09,4,0.75,44.96,81.1,1
jaipur,2025-04-10,4,1.41,46.3,74.5,1
jaipur,2025-04-11,4,1.91,46.69,144.1,1
jaipur,2025-04-12,4,1.89,47.93,76.4,1
jaipur,2025-04-13,4,1.79,45.28,88.4,1
jaipur,2025-04-14,4,2.6,44.14,100.8,1
jaipur,2025-04-15,4,1.23,46.03,89.7,1
jaipur,2025-04-16,4,1.5,43.34,116.2,1
jaipur,2025-04-17,4,1.02,47.13,124.3,1
jaipur,2025-04-18,4,3.25,45.89,52.4,1
jaipur,2025-04-19,4,1.2,44.2,54.6,1
jaipur,2025-04-20,4,0.95,44.69,57.8,1
jaipur,2025-04-21,4,1.32,48.06,54.2,1
jaipur,2025-04-22,4,1.12,44.93,42.3,1
jaipur,2025-04-23,4,2.08,46.98,115.3,1
jaipur,2025-04-24,4,1.53,46.38,124.5,1
jaipur,2025-04-25,4,1.54,45.02,81.4,1
jaipur,2025-04-26,4,1.65,46.4,116.9,1
jaipur,2025-04-27,4,3.25,44.12,65.7,1
jaipur,2025-04-28,4,0.56,47.9,84.7,1
jaipur,2025-04-29,4,3.6,47.63,54.1,1
jaipur,2025-04-30,4,0.47,43.32,69.4,1
jaipur,2025-05-01,5,2.43,53.84,69.2,1
jaipur,2025-05-02,5,1.56,49.93,98.1,1
jaipur,2025-05-03,5,1.03,53.49,108.9,1
jaipur,2025-05-04,5,0.33,50.78,91.3,1
jaipur,2025-05-05,5,0.93,55.39,24.6,1
jaipur,2025-05-06,5,0.31,51.63,172.0,1
jaipur,2025-05-07,5,0.32,53.08,175.4,1
jaipur,2025-05-08,5,2.99,48.7,134.8,1
jaipur,2025-05-09,5,1.2,52.71,127.1,1
jaipur,2025-05-10,5,2.2,51.87,69.0,1
jaipur,2025-05-11,5,1.05,50.69,123.7,1
jaipur,2025-05-12,5,3.1,48.83,62.5,1
jaipur,2025-05-13,5,0.32,48.38,86.5,1
jaipur,2025-05-14,5,2.18,51.45,121.0,1
jaipur,2025-05-15,5,3.33,53.85,134.6,1
jaipur,2025-05-16,5,0.65,53.07,20.0,1
jaipur,2025-05-17,5,2.28,49.24,60.8,1
jaipur,2025-05-18,5,1.66,51.71,110.7,1
jaipur,2025-05-19,5,1.61,52.38,105.6,1
jaipur,2025-05-20,5,1.04,50.81,128.6,1
jaipur,2025-05-21,5,0.7,54.41,60.8,1
jaipur,2025-05-22,5,1.04,49.53,78.3,1
jaipur,2025-05-23,5,0.45,53.61,133.6,1
jaipur,2025-05-24,5,1.69,51.89,30.7,1
jaipur,2025-05-25,5,2.15,54.95,58.7,1
jaipur,2025-05-26,5,1.46,52.72,82.0,1
jaipur,2025-05-27,5,0.94,50.73,102.5,1
jaipur,2025-05-28,5,0.29,53.95,102.6,1
jaipur,2025-05-29,5,1.98,49.0,59.9,1
jaipur,2025-05-30,5,1.2,54.34,74.1,1
jaipur,2025-05-31,5,1.9,47.94,91.2,1
jaipur,2025-06-01,6,15.1,45.45,84.4,1
jaipur,2025-06-02,6,39.25,46.51,101.6,1
jaipur,2025-06-03,6,10.87,44.92,121.5,1
jaipur,2025-06-04,6,7.0,46.58,127.2,1
jaipur,2025-06-05,6,5.34,43.01,115.6,1
jaipur,2025-06-06,6,5.26,45.9,149.2,1
jaipur,2025-06-07,6,12.47,43.26,119.4,1
jaipur,2025-06-08,6,3.49,44.89,62.1,1
jaipur,2025-06-09,6,31.3,44.42,96.6,1
jaipur,2025-06-10,6,6.98,47.72,72.3,1
jaipur,2025-06-11,6,8.44,41.56,88.3,0
jaipur,2025-06-12,6,12.83,45.78,31.0,1
jaipur,2025-06-13,6,12.24,49.0,77.0,1
jaipur,2025-06-14,6,12.77,49.98,80.0,1
jaipur,2025-06-15,6,4.09,45.64,49.9,1
jaipur,2025-06-16,6,26.42,47.11,148.7,1
jaipur,2025-06-17,6,7.57,44.23,117.8,1
jaipur,2025-06-18,6,8.3,43.83,116.8,1
jaipur,2025-06-19,6,8.32,49.05,116.8,1
jaipur,2025-06-20,6,8.26,47.41,105.8,1
jaipur,2025-06-21,6,4.5,46.66,28.1,1
jaipur,2025-06-22,6,14.33,48.72,79.6,1
jaipur,2025-06-23,6,33.03,45.46,114.7,1
jaipur,2025-06-24,6,21.11,44.95,63.9,1
jaipur,2025-06-25,6,5.97,43.22,47.0,1
jaipur,2025-06-26,6,14.63,43.81,100.4,1
jaipur,2025-06-27,6,14.77,44.07,67.1,1
jaipur,2025-06-28,6,20.73,47.43,87.4,1
jaipur,2025-06-29,6,13.32,47.14,31.2,1
jaipur,2025-06-30,6,1.0,41.59,44.6,0
jaipur,2025-07-01,7,10.89,37.79,134.0,0
jaipur,2025-07-02,7,23.99,42.23,84.8,1
jaipur,2025-07-03,7,16.32,35.84,90.7,0
jaipur,2025-07-04,7,31.91,38.2,108.0,0
jaipur,2025-07-05,7,24.75,39.06,86.6,0
jaipur,2025-07-06,7,8.6,37.49,65.1,0
jaipur,2025-07-07,7,44.36,37.9,130.9,0
jaipur,2025-07-08,7,12.34,37.17,136.2,0
jaipur,2025-07-09,7,17.74,39.33,76.4,0
jaipur,2025-07-10,7,11.52,39.23,54.2,0
jaipur,2025-07-11,7,22.55,33.95,78.2,0
jaipur,2025-07-12,7,24.36,38.99,79.8,0
jaipur,2025-07-13,7,2.45,37.59,74.3,0
jaipur,2025-07-14,7,12.51,40.42,94.9,0
jaipur,2025-07-15,7,13.77,37.43,114.6,0
jaipur,2025-07-16,7,34.04,38.75,102.8,0
jaipur,2025-07-17,7,13.71,36.5,102.9,0
jaipur,2025-07-18,7,10.87,38.43,78.4,0
jaipur,2025-07-19,7,1.92,35.05,124.9,0
jaipur,2025-07-20,7,45.86,35.62,103.5,0
jaipur,2025-07-21,7,26.79,36.77,118.6,0
jaipur,2025-07-22,7,22.79,36.69,77.3,0
jaipur,2025-07-23,7,36.45,35.3,139.5,0
jaipur,2025-07-24,7,6.69,41.75,124.4,0
jaipur,2025-07-25,7,7.91,39.11,110.3,0
jaipur,2025-07-26,7,8.31,39.67,79.6,0
jaipur,2025-07-27,7,19.75,38.19,121.8,0
jaipur,2025-07-28,7,22.25,33.68,86.3,0
jaipur,2025-07-29,7,17.63,37.24,93.5,0
jaipur,2025-07-30,7,18.16,34.04,53.9,0
jaipur,2025-07-31,7,10.55,39.82,108.5,0
jaipur,2025-08-01,8,35.98,41.47,64.5,0
jaipur,2025-08-02,8,18.25,44.56,108.4,1
jaipur,2025-08-03,8,37.15,38.87,39.1,0
jaipur,2025-08-04,8,8.96,38.72,105.0,0
jaipur,2025-08-05,8,12.07,39.18,84.5,0
jaipur,2025-08-06,8,17.26,34.63,80.6,0
jaipur,2025-08-07,8,30.58,36.39,129.4,0
jaipur,2025-08-08,8,17.9,36.67,94.1,0
jaipur,2025-08-09,8,5.74,35.59,58.3,0
jaipur,2025-08-10,8,7.66,37.61,134.0,0
jaipur,2025-08-11,8,6.69,39.7,125.6,0
jaipur,2025-08-12,8,20.48,38.14,85.1,0
jaipur,2025-08-13,8,17.75,39.45,95.0,0
jaipur,2025-08-14,8,2.21,38.17,69.6,0
jaipur,2025-08-15,8,8.16,37.89,92.1,0
jaipur,2025-08-16,8,24.88,37.09,63.3,0
jaipur,2025-08-17,8,13.19,37.78,112.3,0
jaipur,2025-08-18,8,6.37,37.56,99.5,0
jaipur,2025-08-19,8,14.41,37.98,75.2,0
jaipur,2025-08-20,8,5.16,37.43,93.6,0
jaipur,2025-08-21,8,20.22,40.48,29.0,0
jaipur,2025-08-22,8,40.69,38.53,87.7,0
jaipur,2025-08-23,8,15.37,37.7,106.8,0
jaipur,2025-08-24,8,8.59,41.16,78.4,0
jaipur,2025-08-25,8,14.63,36.4,88.7,0
jaipur,2025-08-26,8,10.57,37.3,68.4,0
jaipur,2025-08-27,8,10.62,38.97,47.4,0
jaipur,2025-08-28,8,12.31,37.56,104.6,0
jaipur,2025-08-29,8,26.41,42.41,23.2,1
jaipur,2025-08-30,8,36.12,39.59,53.3,0
jaipur,2025-08-31,8,6.79,36.96,82.0,0
jaipur,2025-09-01,9,12.58,35.62,67.5,0
jaipur,2025-09-02,9,10.25,38.79,106.6,0
jaipur,2025-09-03,9,7.52,38.09,79.4,0
jaipur,2025-09-04,9,10.5,41.1,106.3,0
jaipur,2025-09-05,9,3.25,41.64,121.0,0
jaipur,2025-09-06,9,12.67,34.95,53.2,0
jaipur,2025-09-07,9,3.47,38.3,113.8,0
jaipur,2025-09-08,9,8.93,37.38,82.2,0
jaipur,2025-09-09,9,9.08,40.25,88.6,0
jaipur,2025-09-10,9,14.12,40.64,92.0,0
jaipur,2025-09-11,9,6.57,36.37,103.7,0
jaipur,2025-09-12,9,12.47,35.91,138.9,0
jaipur,2025-09-13,9,9.47,38.05,97.2,0
jaipur,2025-09-14,9,6.49,42.63,109.8,1
jaipur,2025-09-15,9,7.17,38.51,80.2,0
jaipur,2025-09-16,9,12.2,37.78,104.3,0
jaipur,2025-09-17,9,15.66,42.22,80.0,1
jaipur,2025-09-18,9,9.16,35.44,88.0,0
jaipur,2025-09-19,9,16.6,37.58,66.3,0
jaipur,2025-09-20,9,7.34,37.95,121.0,0
jaipur,2025-09-21,9,1.91,38.95,61.4,0
jaipur,2025-09-22,9,2.92,33.41,115.5,0
jaipur,2025-09-23,9,11.58,35.8,71.7,0
jaipur,2025-09-24,9,10.3,35.34,117.0,0
jaipur,2025-09-25,9,3.2,38.19,83.1,0
jaipur,2025-09-26,9,6.48,37.45,74.7,0
jaipur,2025-09-27,9,25.16,39.83,51.3,0
jaipur,2025-09-28,9,9.44,35.12,69.0,0
jaipur,2025-09-29,9,9.4,39.86,117.9,0
jaipur,2025-09-30,9,6.99,34.92,78.7,0
jaipur,2025-10-01,10,1.68,38.26,131.1,0
jaipur,2025-10-02,10,1.65,37.4,110.3,0
jaipur,2025-10-03,10,4.76,37.84,127.7,0
jaipur,2025-10-04,10,1.44,41.18,134.7,0
jaipur,2025-10-05,10,1.59,36.26,120.7,0
jaipur,2025-10-06,10,3.67,37.12,119.2,0
jaipur,2025-10-07,10,0.99,39.34,134.8,0
jaipur,2025-10-08,10,0.74,36.44,108.4,0
jaipur,2025-10-09,10,1.76,38.6,176.5,0
jaipur,2025-10-10,10,2.45,37.49,147.0,0
jaipur,2025-10-11,10,1.25,33.91,113.2,0
jaipur,2025-10-12,10,2.81,41.8,117.1,0
jaipur,2025-10-13,10,1.76,36.57,112.2,0
jaipur,2025-10-14,10,0.66,39.7,140.7,0
jaipur,2025-10-15,10,1.74,36.75,146.6,0
jaipur,2025-10-16,10,2.46,35.68,117.2,0
jaipur,2025-10-17,10,1.48,38.8,124.0,0
jaipur,2025-10-18,10,2.32,40.19,194.0,0
jaipur,2025-10-19,10,1.52,38.1,165.3,0
jaipur,2025-10-20,10,1.79,39.66,94.4,0
jaipur,2025-10-21,10,0.63,35.55,141.9,0
jaipur,2025-10-22,10,1.6,39.26,84.5,0
jaipur,2025-10-23,10,0.69,38.44,114.5,0
jaipur,2025-10-24,10,1.84,36.68,134.9,0
jaipur,2025-10-25,10,0.52,38.48,113.0,0
jaipur,2025-10-26,10,0.42,39.0,103.3,0
jaipur,2025-10-27,10,2.6,39.65,161.9,0
jaipur,2025-10-28,10,0.89,36.09,103.8,0
jaipur,2025-10-29,10,0.51,39.6,156.4,0
jaipur,2025-10-30,10,1.33,36.64,142.7,0
jaipur,2025-10-31,10,2.44,39.52,158.8,0
jaipur,2025-11-01,11,0.57,36.8,207.3,0
jaipur,2025-11-02,11,0.87,35.33,179.9,0
jaipur,2025-11-03,11,0.58,37.62,187.9,0
jaipur,2025-11-04,11,1.67,38.26,194.5,0
jaipur,2025-11-05,11,1.52,35.57,164.7,0
jaipur,2025-11-06,11,2.57,39.13,210.3,0
jaipur,2025-11-07,11,2.31,38.21,153.4,0
jaipur,2025-11-08,11,1.11,35.52,213.5,0
jaipur,2025-11-09,11,0.61,39.61,215.5,0
jaipur,2025-11-10,11,0.41,38.78,145.0,0
jaipur,2025-11-11,11,0.35,36.68,187.6,0
jaipur,2025-11-12,11,2.42,38.07,218.8,0
jaipur,2025-11-13,11,0.55,37.26,126.3,0
jaipur,2025-11-14,11,1.75,40.7,172.0,0
jaipur,2025-11-15,11,2.09,38.2,181.6,0
jaipur,2025-11-16,11,2.5,35.48,129.6,0
jaipur,2025-11-17,11,0.23,39.19,254.5,0
jaipur,2025-11-18,11,2.02,41.23,151.0,0
jaipur,2025-11-19,11,1.55,38.57,212.7,0
jaipur,2025-11-20,11,0.21,38.79,220.9,0
jaipur,2025-11-21,11,1.21,38.63,179.9,0
jaipur,2025-11-22,11,1.58,40.32,176.2,0
jaipur,2025-11-23,11,0.85,39.94,84.6,0
jaipur,2025-11-24,11,2.82,36.68,207.0,0
jaipur,2025-11-25,11,0.65,38.56,159.7,0
jaipur,2025-11-26,11,3.24,39.22,198.7,0
jaipur,2025-11-27,11,0.47,38.52,126.5,0
jaipur,2025-11-28,11,0.55,37.24,154.9,0
jaipur,2025-11-29,11,0.27,36.33,190.6,0
jaipur,2025-11-30,11,1.83,38.8,203.9,0
jaipur,2025-12-01,12,1.83,24.4,225.2,0
jaipur,2025-12-02,12,1.66,27.31,218.9,0
jaipur,2025-12-03,12,2.48,27.28,246.4,0
jaipur,2025-12-04,12,0.58,25.81,211.7,0
jaipur,2025-12-05,12,2.74,25.06,276.5,0
jaipur,2025-12-06,12,0.53,26.06,197.2,0
jaipur,2025-12-07,12,2.38,23.95,281.6,0
jaipur,2025-12-08,12,0.64,24.84,229.8,0
jaipur,2025-12-09,12,1.63,25.72,170.0,0
jaipur,2025-12-10,12,3.84,27.99,250.8,0
jaipur,2025-12-11,12,0.38,29.54,265.4,0
jaipur,2025-12-12,12,1.32,25.63,254.3,0
jaipur,2025-12-13,12,3.23,26.68,187.8,0
jaipur,2025-12-14,12,0.42,26.4,246.6,0
jaipur,2025-12-15,12,2.16,26.02,207.5,0
jaipur,2025-12-16,12,1.11,25.42,219.0,0
jaipur,2025-12-17,12,0.26,28.6,279.3,0
jaipur,2025-12-18,12,1.09,26.32,201.3,0
jaipur,2025-12-19,12,1.38,26.0,187.1,0
jaipur,2025-12-20,12,2.33,25.13,203.9,0
jaipur,2025-12-21,12,0.74,26.02,233.0,0
jaipur,2025-12-22,12,2.33,25.97,203.8,0
jaipur,2025-12-23,12,0.16,24.79,188.1,0
jaipur,2025-12-24,12,0.76,26.8,211.4,0
jaipur,2025-12-25,12,1.89,23.68,207.5,0
jaipur,2025-12-26,12,2.02,23.68,245.6,0
jaipur,2025-12-27,12,2.2,28.68,251.5,0
jaipur,2025-12-28,12,3.41,25.51,222.0,0
jaipur,2025-12-29,12,0.27,27.85,191.2,0
jaipur,2025-12-30,12,0.82,26.26,181.7,0
lucknow,2023-01-01,1,0.34,18.59,779.8,1
lucknow,2023-01-02,1,0.41,19.12,807.5,1
lucknow,2023-01-03,1,0.57,22.81,826.3,1
lucknow,2023-01-04,1,2.7,18.87,759.2,1
lucknow,2023-01-05,1,0.65,21.07,776.4,1
lucknow,2023-01-06,1,0.72,17.58,764.8,1
lucknow,2023-01-07,1,3.21,22.18,813.1,1
lucknow,2023-01-08,1,0.33,22.05,749.3,1
lucknow,2023-01-09,1,1.17,22.59,779.9,1
lucknow,2023-01-10,1,1.3,19.13,761.9,1
