policy_age_hours,claims_7d,claims_30d,gps_distance_km,account_age_days,city_match,prior_fraud_flags,claim_velocity_zscore,hour_of_day,day_of_week,income_anomaly_score,simultaneous_claims_city,is_fraud
94.39,0,4,1.98,16,1,0,1.156,15,1,0.162,1,0
0.41,6,10,35.6,5,0,3,3.615,11,4,0.242,0,1
45.3,0,0,9.8,173,1,0,0.183,18,1,0.106,0,0
80.48,0,3,4.67,20,1,0,-0.893,15,2,0.113,2,0
0.92,7,9,85.38,6,0,2,3.103,21,5,0.598,0,1
1.53,7,7,71.17,1,0,3,5.028,13,3,0.191,0,1
139.8,0,4,6.34,207,1,0,0.569,7,5,0.284,1,0
74.75,2,4,4.06,238,1,0,-0.603,7,0,0.136,1,0
154.64,1,1,8.6,138,1,0,0.587,8,4,0.115,2,0
17.91,0,2,5.36,296,1,0,0.409,16,0,0.237,0,0
116.19,2,2,0.16,350,1,0,-0.42,14,2,0.166,0,0
32.52,2,3,6.12,176,1,0,0.663,16,2,0.05,1,0
52.27,0,2,8.23,159,1,0,-0.738,9,1,0.05,1,0
9.64,0,0,7.71,257,1,0,0.84,20,1,0.137,0,0
64.25,1,4,9.67,171,1,0,1.424,16,2,0.122,1,0
128.59,2,5,8.03,308,1,0,0.528,12,1,0.263,1,0
48.9,0,0,8.0,334,1,0,0.788,13,1,0.157,1,0
41.83,1,1,2.04,10,1,0,1.468,16,2,0.09,2,0
97.74,1,5,8.48,90,1,0,-0.728,16,0,0.085,0,0
6.4,1,2,4.94,116,1,0,0.953,21,5,0.104,1,0
104.13,1,1,7.17,87,1,0,-0.225,12,3,0.191,2,0
137.12,1,2,6.56,182,1,0,-0.233,10,0,0.157,0,0
68.87,2,2,6.37,96,1,0,-0.223,6,6,0.039,2,0
13.79,1,1,0.48,322,1,0,-0.791,13,6,0.152,0,0
162.12,0,4,2.38,31,1,0,1.398,18,1,0.193,1,0
131.01,1,5,9.99,260,1,0,-0.771,11,1,0.117,1,0
0.66,4,7,97.27,7,1,4,4.228,14,6,0.641,0,1
8.95,1,5,9.48,174,1,0,-0.275,18,5,0.186,1,0
1.09,7,8,71.72,11,0,2,5.551,12,5,0.626,0,1
164.58,1,4,0.08,268,1,0,-0.973,11,6,0.161,1,0
9.6,2,6,7.48,309,1,0,0.705,8,1,0.116,0,0
49.15,0,1,8.32,40,1,0,0.349,13,5,0.251,2,0
102.74,1,4,1.98,212,1,0,0.944,6,1,0.244,0,0
157.24,2,5,5.92,107,1,0,0.842,8,2,0.132,0,0
26.68,1,4,7.69,296,0,0,0.94,12,3,0.029,0,0
19.03,0,0,2.21,354,1,0,-0.841,8,3,0.076,2,0
98.33,0,4,8.57,284,0,0,0.601,18,4,0.242,1,0
26.61,2,5,5.88,92,1,0,0.397,19,1,0.129,1,0
0.39,4,4,58.38,5,0,3,2.775,7,0,0.869,0,1
88.14,1,2,7.32,31,1,0,0.931,15,4,0.176,1,0
121.21,2,4,4.11,258,1,0,0.624,12,5,0.286,2,0
35.47,0,1,9.29,147,1,0,0.131,20,4,0.118,1,0
154.92,2,2,8.39,93,1,0,-0.916,7,1,0.174,1,0
75.79,2,5,0.56,136,1,0,0.421,21,6,0.113,2,0
67.91,1,3,0.76,179,1,0,0.51,20,2,0.052,0,0
14.43,2,4,2.23,276,1,0,-0.754,11,3,0.138,0,0
77.66,1,2,3.63,214,1,0,0.294,17,1,0.016,0,0
1.48,4,8,77.96,4,0,2,4.773,19,1,0.969,0,1
6.92,2,2,0.89,34,0,0,1.014,12,4,0.214,1,0
1.17,6,10,110.37,1,0,3,3.715,16,4,0.579,0,1
32.77,1,4,0.2,52,1,0,-0.989,15,6,0.144,2,0
1.4,6,7,108.83,0,0,2,2.696,19,3,0.194,0,1
33.64,0,3,4.63,310,1,0,-0.926,16,1,0.289,0,0
68.78,0,2,4.39,330,1,0,1.493,11,5,0.214,2,0
13.17,2,2,7.72,216,1,0,0.647,17,6,0.196,2,0
0.1,6,6,22.47,11,0,2,4.029,17,3,0.348,0,1
45.44,1,4,4.93,162,1,0,0.553,20,4,0.04,0,0
131.46,1,2,6.11,319,1,0,-0.655,8,6,0.141,1,0
1.21,4,7,142.61,12,1,3,5.347,9,2,0.116,0,1
93.4,1,5,3.77,245,1,0,-0.512,14,3,0.259,0,0
152.75,2,6,6.37,31,1,0,1.108,18,2,0.19,0,0
102.51,1,1,8.92,351,0,0,0.056,10,2,0.144,0,0
63.9,0,2,9.32,73,1,0,-0.514,18,3,0.233,1,0
80.46,2,2,0.59,292,1,0,0.271,20,6,0.265,0,0
144.82,0,0,9.42,153,0,0,0.791,19,2,0.092,1,0
156.72,0,4,8.47,357,1,0,-0.945,15,6,0.008,0,0
0.53,5,6,84.77,12,0,4,4.747,20,6,0.159,0,1
20.76,1,1,5.7,109,1,0,-0.133,16,5,0.066,2,0
111.65,2,6,0.88,326,1,0,1.327,11,0,0.114,0,0
1.79,5,9,128.81,2,0,4,3.854,18,2,0.939,0,1
111.45,2,6,2.64,333,1,0,-0.313,12,6,0.176,2,0
93.27,2,2,0.74,192,1,0,-0.744,12,0,0.019,0,0
1.47,4,7,33.18,12,1,2,4.198,10,4,0.333,0,1
58.74,0,1,5.26,341,1,0,-0.772,17,1,0.183,1,0
104.98,0,2,3.11,115,1,0,0.937,19,6,0.123,0,0
1.9,5,8,62.64,13,1,4,2.792,11,5,0.93,0,1
61.5,2,3,8.04,243,1,0,1.437,17,3,0.029,0,0
136.11,2,4,4.15,35,1,0,-0.011,21,1,0.258,0,0
1.25,4,5,26.4,6,0,2,4.371,9,4,0.866,0,1
10.48,0,4,4.54,113,1,0,0.754,18,2,0.034,1,0
1.1,4,4,88.87,5,0,4,2.916,6,0,0.295,0,1
0.22,5,5,122.89,6,1,3,2.934,18,3,0.986,0,1
131.76,1,4,9.85,254,1,0,-0.654,15,3,0.112,0,0
151.17,0,1,3.08,90,1,0,-0.687,13,2,0.113,2,0
17.49,0,1,0.79,362,1,0,0.588,21,6,0.176,2,0
137.65,1,2,5.66,304,1,0,-0.661,12,5,0.257,1,0
72.86,0,2,7.37,148,1,0,-0.571,20,5,0.044,1,0
0.46,6,9,33.19,5,1,4,4.267,8,6,0.865,0,1
1.39,7,9,92.23,6,1,4,3.146,10,6,0.503,0,1
145.91,0,1,3.66,326,1,0,1.038,19,6,0.177,1,0
115.54,2,5,3.58,99,1,0,-0.514,10,2,0.218,2,0
1.84,6,9,37.97,9,0,3,3.379,18,2,0.025,0,1
28.58,0,0,4.84,295,1,0,-0.758,12,2,0.194,1,0
60.38,1,2,9.99,197,1,0,1.462,12,3,0.233,2,0
14.2,2,4,7.8,228,1,0,-0.008,19,5,0.197,1,0
143.33,2,4,3.79,213,1,0,-0.864,19,2,0.019,2,0
92.17,1,1,3.38,169,1,0,0.386,15,2,0.176,0,0
1.52,6,6,78.35,7,0,4,4.41,17,6,0.921,0,1
86.78,0,1,0.62,296,1,0,0.147,10,0,0.072,1,0
91.08,2,3,5.73,175,1,0,-0.865,19,1,0.048,1,0
6.49,1,5,8.21,143,1,0,0.202,8,6,0.027,0,0
95.69,2,4,6.21,29,1,0,-0.622,8,4,0.002,0,0
52.86,0,3,4.35,261,1,0,-0.748,9,0,0.25,0,0
15.69,0,0,8.26,335,1,0,-0.577,17,0,0.02,2,0
155.82,2,3,2.22,285,1,0,1.254,20,1,0.257,0,0
1.19,5,5,96.76,11,1,4,4.076,21,6,0.068,0,1
119.67,0,1,1.57,326,0,0,-0.694,11,1,0.047,0,0
68.85,2,3,3.2,235,1,0,0.213,13,4,0.076,0,0
1.37,5,7,119.53,9,1,2,4.992,6,4,0.11,0,1
34.09,0,4,7.84,64,1,0,-0.636,18,2,0.298,1,0
36.47,0,3,7.25,50,1,0,1.006,9,4,0.105,2,0
38.81,2,5,9.74,358,1,0,1.307,10,3,0.16,1,0
1.77,4,7,66.53,7,1,4,3.631,13,4,0.353,0,1
142.41,1,5,8.84,273,1,0,-0.38,16,6,0.032,0,0
67.21,0,2,4.02,180,1,0,1.159,8,0,0.082,2,0
101.72,2,5,8.46,363,0,0,-0.251,16,2,0.004,1,0
153.03,0,1,6.36,19,1,0,-0.083,17,5,0.073,0,0
105.77,2,5,3.01,304,1,0,-0.609,13,1,0.272,1,0
0.61,5,5,128.0,7,0,4,3.044,13,5,0.731,0,1
24.92,0,0,3.86,152,1,0,-0.602,12,6,0.077,0,0
1.91,6,10,49.25,9,0,3,3.722,10,5,0.131,0,1
77.22,1,4,5.46,233,1,0,0.443,11,1,0.285,1,0
66.03,0,2,4.02,158,1,0,-0.478,18,1,0.039,0,0
78.14,0,2,6.44,202,1,0,0.865,7,0,0.046,0,0
1.64,4,8,26.17,13,0,4,3.1,17,4,0.507,0,1
91.67,1,2,3.96,167,1,0,0.636,11,3,0.193,1,0
142.18,1,3,7.24,74,1,0,0.155,19,6,0.01,0,0
40.91,0,3,9.87,44,1,0,0.305,11,4,0.033,1,0
91.34,1,2,7.45,158,1,0,-0.294,15,1,0.051,2,0
34.19,2,5,8.55,7,1,0,0.621,12,1,0.127,1,0
26.73,1,2,5.52,59,1,0,-0.557,12,4,0.123,0,0
160.78,2,3,4.31,359,1,0,-0.69,7,5,0.005,2,0
145.67,2,6,3.21,66,1,0,-0.486,19,0,0.021,0,0
47.86,2,4,4.4,72,1,0,-0.843,16,3,0.049,0,0
91.0,1,1,1.02,254,1,0,0.642,16,0,0.166,0,0
54.94,0,2,2.49,311,1,0,0.216,10,5,0.096,2,0
163.56,2,3,6.02,158,1,0,1.341,16,4,0.027,0,0
26.41,2,3,5.24,131,1,0,0.462,16,2,0.027,0,0
105.77,0,4,0.11,246,1,0,0.019,12,3,0.175,1,0
0.79,5,7,146.67,6,0,1,3.729,17,4,0.716,0,1
0.36,4,4,38.34,1,1,2,2.699,12,4,0.349,0,1
60.69,2,3,2.4,212,1,0,-0.145,15,5,0.267,0,0
16.47,0,3,1.8,238,1,0,-0.169,15,1,0.225,1,0
36.67,2,2,6.63,67,1,0,0.85,9,1,0.187,0,0
94.72,0,3,3.69,36,1,0,-0.398,10,4,0.133,0,0
154.33,0,4,7.01,150,1,0,-0.83,10,6,0.284,2,0
99.5,2,3,0.36,33,1,0,0.962,10,4,0.164,2,0
69.33,0,2,8.17,121,1,0,0.93,11,5,0.036,0,0
149.61,1,1,5.49,144,1,0,-0.825,19,0,0.034,2,0
39.74,2,4,4.72,360,1,0,0.77,12,5,0.236,1,0
55.02,2,4,6.23,97,1,0,0.473,17,2,0.27,1,0
18.41,1,3,2.73,297,1,0,1.446,8,1,0.051,1,0
1.14,4,4,64.59,13,0,1,5.378,16,4,0.61,0,1
0.58,6,7,123.59,8,0,2,3.696,15,2,0.768,0,1
2.76,0,2,6.07,197,1,0,-0.289,14,5,0.205,2,0
105.3,2,6,6.41,66,1,0,-0.953,7,4,0.029,2,0
133.26,1,5,3.71,347,1,0,-0.529,13,5,0.241,0,0
0.45,7,9,100.63,1,1,3,4.535,14,3,0.564,0,1
27.94,0,0,5.67,293,1,0,0.868,18,0,0.155,0,0
107.23,1,2,9.6,118,1,0,-0.612,14,1,0.16,0,0
80.91,0,4,7.37,207,1,0,-0.84,17,4,0.236,0,0
1.67,6,9,112.25,10,0,4,4.694,18,6,0.233,0,1
136.02,2,3,6.02,17,0,0,-0.556,21,6,0.125,1,0
45.6,0,3,7.53,147,1,0,-0.785,12,3,0.247,1,0
26.34,2,5,1.92,265,1,0,0.236,20,2,0.07,0,0
35.81,2,3,9.9,29,0,0,0.657,13,4,0.2,2,0
30.14,2,2,1.84,329,1,0,1.448,12,1,0.153,0,0
19.76,2,6,9.2,42,1,0,0.13,17,5,0.112,1,0
57.45,1,4,4.54,218,1,0,-0.183,10,5,0.187,2,0
52.58,1,3,7.9,125,1,0,1.44,14,5,0.092,2,0
130.18,2,3,1.22,35,1,0,-0.11,12,4,0.287,0,0
129.13,1,1,6.66,94,1,0,-0.279,20,4,0.269,0,0
1.67,4,6,108.3,0,0,4,5.902,11,6,0.338,0,1
123.5,0,1,5.42,343,1,0,0.243,14,6,0.247,0,0
168.0,1,5,5.75,323,1,0,-0.516,20,0,0.017,2,0
0.85,7,10,147.28,5,0,3,4.888,8,6,0.598,0,1
137.71,2,6,8.53,340,1,0,-0.115,8,0,0.206,0,0
36.52,0,3,7.7,193,1,0,1.303,9,6,0.098,2,0
65.18,0,0,3.9,278,1,0,1.456,10,2,0.009,1,0
143.26,1,3,4.25,24,1,0,0.911,9,2,0.297,2,0
0.62,6,9,105.83,7,0,2,3.911,8,4,0.595,0,1
142.27,1,3,3.8,250,0,0,0.49,14,5,0.159,1,0
151.71,2,6,8.96,145,1,0,-0.009,17,6,0.072,2,0
128.87,2,5,5.84,186,1,0,0.274,8,4,0.146,2,0
132.99,2,5,6.3,253,1,0,-0.812,13,6,0.27,0,0
0.94,5,9,36.35,7,1,2,5.025,19,6,0.804,0,1
111.29,1,2,8.77,241,1,0,0.663,19,0,0.287,2,0
45.83,1,4,2.76,144,1,0,0.394,7,4,0.052,2,0
125.59,1,1,5.03,139,1,0,1.398,16,5,0.285,0,0
16.93,1,3,2.29,356,1,0,0.911,8,2,0.182,0,0
145.65,2,2,1.78,174,1,0,-0.143,8,0,0.22,2,0
0.93,4,6,142.18,13,0,4,2.505,6,4,0.707,0,1
107.18,2,4,0.72,134,1,0,-0.087,14,1,0.196,1,0
98.62,1,1,8.46,286,1,0,-0.315,21,3,0.126,1,0
1.1,5,7,26.63,8,1,2,3.171,6,3,0.321,0,1
136.39,0,2,0.6,331,0,0,0.865,8,1,0.205,2,0
53.54,0,0,9.14,179,1,0,0.444,10,6,0.031,0,0
47.54,2,2,8.02,91,1,0,1.254,16,6,0.24,1,0
95.25,2,3,8.75,151,1,0,-0.385,18,4,0.036,1,0
93.64,0,2,2.99,141,1,0,1.38,15,3,0.025,2,0
101.29,1,5,1.71,84,1,0,0.838,18,3,0.217,2,0
90.26,0,1,2.4,315,1,0,0.645,10,5,0.244,1,0
0.56,5,6,47.08,12,0,3,3.585,16,5,0.354,0,1
120.98,0,2,3.08,110,1,0,-0.443,11,0,0.102,2,0
153.66,0,1,7.59,17,1,0,-0.318,16,2,0.144,2,0
162.68,0,1,9.43,118,1,0,1.495,21,0,0.161,2,0
32.44,1,5,3.74,249,1,0,-0.071,17,5,0.114,2,0
157.53,0,1,9.87,154,1,0,1.214,15,6,0.033,2,0
9.48,1,4,9.69,360,1,0,0.843,16,6,0.287,1,0
0.61,6,10,23.62,2,1,1,4.258,9,2,0.203,0,1
1.26,4,6,103.54,9,0,2,3.508,11,1,0.9,0,1
85.32,1,3,6.77,282,1,0,0.495,13,1,0.033,0,0
0.75,7,7,101.03,4,0,3,3.878,11,0,0.708,0,1
159.86,2,4,0.25,355,1,0,-0.518,6,5,0.138,2,0
1.04,5,6,134.78,5,0,4,3.125,10,0,0.969,0,1
1.91,6,10,111.18,1,1,3,5.027,8,1,0.492,0,1
0.57,5,8,25.06,5,0,3,4.353,17,6,0.503,0,1
127.51,2,2,0.87,151,1,0,-0.866,9,2,0.018,1,0
3.51,1,3,2.86,35,1,0,0.21,12,6,0.288,2,0
14.32,0,3,9.57,293,1,0,0.594,17,0,0.115,2,0
1.0,4,6,143.08,4,1,4,3.134,10,5,0.657,0,1
1.55,5,5,105.41,11,0,1,4.157,17,0,0.811,0,1
40.22,1,3,3.78,195,1,0,0.98,18,6,0.159,0,0
159.47,1,5,0.91,188,1,0,1.099,20,3,0.055,2,0
0.67,7,10,20.6,13,0,1,4.644,11,4,0.883,0,1
77.54,2,6,1.0,96,1,0,1.388,13,5,0.037,0,0
1.83,7,9,76.74,6,0,4,3.269,15,3,0.75,0,1
63.42,2,3,3.74,179,1,0,1.028,16,3,0.069,2,0
19.15,2,3,9.58,121,1,0,1.194,10,5,0.048,0,0
76.49,2,2,0.71,350,1,0,-0.132,14,2,0.014,0,0
74.69,2,6,9.4,300,1,0,1.402,9,2,0.186,2,0
0.67,7,7,127.5,2,0,2,3.628,9,3,0.654,0,1
63.48,1,4,3.25,176,1,0,1.141,9,4,0.216,2,0
127.16,1,1,7.04,223,1,0,1.457,20,6,0.054,0,0
20.74,0,2,3.37,112,1,0,1.232,6,0,0.04,2,0
96.85,0,4,4.25,9,1,0,-0.271,21,2,0.144,0,0
23.6,1,4,4.32,240,1,0,-0.974,13,5,0.101,2,0
4.27,1,3,9.99,192,1,0,1.204,14,0,0.114,1,0
0.25,6,6,22.66,10,0,1,4.512,12,0,0.333,0,1
0.36,6,8,77.83,11,0,3,3.743,6,1,0.542,0,1
0.89,5,5,33.23,0,1,4,3.742,7,1,0.821,0,1
1.36,7,7,122.42,11,1,1,4.717,10,6,0.674,0,1
101.01,2,6,8.33,104,1,0,-0.374,17,1,0.15,2,0
37.39,1,1,7.98,43,1,0,0.792,17,6,0.026,0,0
22.96,0,2,1.49,274,1,0,0.785,8,4,0.014,2,0
42.21,2,6,2.44,22,1,0,0.06,15,0,0.067,2,0
72.85,0,3,2.05,42,1,0,-0.578,17,6,0.143,2,0
27.6,0,4,0.31,338,1,0,-0.149,9,3,0.287,2,0
156.78,0,1,5.2,362,1,0,1.408,9,3,0.152,0,0
54.67,2,2,1.79,104,1,0,-0.645,11,6,0.285,2,0
132.1,1,2,3.94,310,1,0,0.72,20,0,0.219,1,0
111.27,2,3,9.09,25,1,0,1.058,17,4,0.085,2,0
1.27,4,5,61.92,5,1,2,3.716,12,1,0.089,0,1
109.94,0,1,8.25,344,1,0,0.673,10,6,0.086,2,0
0.91,5,8,100.77,6,0,2,5.659,11,1,0.488,0,1
82.13,0,1,4.42,98,1,0,0.354,8,1,0.072,1,0
0.5,4,4,28.37,5,0,1,3.354,8,6,0.881,0,1
86.19,0,1,5.34,204,1,0,1.035,7,1,0.126,0,0
128.29,1,2,1.02,154,1,0,1.265,9,1,0.093,2,0
152.39,2,3,6.48,203,1,0,0.877,10,3,0.056,2,0
101.01,1,1,5.96,362,1,0,-0.673,12,4,0.22,2,0
0.44,5,5,38.15,10,1,4,3.442,11,5,0.15,0,1
2.81,2,5,8.53,310,1,0,-0.114,8,5,0.259,0,0
165.2,1,1,2.85,235,1,0,-0.671,10,5,0.292,1,0
89.51,1,3,7.52,161,1,0,0.777,10,2,0.07,0,0
22.46,2,6,0.25,259,1,0,0.278,14,6,0.217,2,0
25.57,0,2,7.49,305,1,0,0.718,12,5,0.038,1,0
16.17,1,2,9.13,266,0,0,0.863,21,2,0.085,2,0
54.0,1,2,7.37,114,1,0,1.235,19,1,0.106,1,0
33.8,0,3,3.41,136,1,0,-0.567,15,1,0.129,2,0
126.59,0,3,9.36,194,1,0,-0.244,12,3,0.132,2,0
40.37,0,3,7.02,106,1,0,0.74,19,3,0.03,1,0
54.62,1,5,5.63,74,0,0,-0.86,12,0,0.067,1,0
116.16,0,2,4.51,355,1,0,1.376,17,5,0.007,0,0
2.35,0,4,3.16,296,1,0,0.387,15,1,0.22,0,0
31.94,1,4,2.96,291,1,0,-0.28,16,6,0.218,2,0
148.18,2,6,3.43,50,1,0,1.451,12,6,0.135,0,0
81.09,1,4,6.97,333,1,0,-0.839,16,6,0.201,0,0
0.49,6,6,55.64,12,0,2,5.297,11,1,0.374,0,1
164.09,0,1,6.73,97,1,0,1.308,13,2,0.146,0,0
85.38,2,5,3.92,108,1,0,0.589,9,2,0.237,2,0
158.96,0,1,4.61,201,1,0,-0.316,9,2,0.04,2,0
64.12,1,1,6.69,42,1,0,-0.065,20,4,0.271,2,0
9.36,2,6,8.11,149,1,0,0.048,14,2,0.106,1,0
37.19,0,2,1.39,13,1,0,-0.203,17,0,0.287,2,0
128.41,0,4,7.84,55,1,0,0.037,14,6,0.228,0,0
130.12,0,1,8.67,309,1,0,0.399,20,5,0.011,2,0
96.88,0,4,5.58,174,1,0,1.094,17,4,0.223,2,0
1.45,6,9,92.16,1,0,4,2.608,18,3,0.632,0,1
60.51,2,3,0.87,259,1,0,-0.433,14,4,0.267,0,0
131.69,2,5,4.26,310,1,0,0.414,8,1,0.041,2,0
166.13,0,3,3.03,333,1,0,-0.895,7,3,0.202,2,0
164.44,0,2,0.87,13,1,0,0.779,8,6,0.21,2,0
13.02,1,3,5.81,175,1,0,0.232,15,6,0.292,1,0
88.54,0,3,8.6,167,1,0,1.417,16,6,0.196,0,0
1.59,6,9,33.6,1,0,1,5.264,19,1,0.22,0,1
112.58,2,5,0.94,181,1,0,0.299,14,2,0.062,0,0
102.53,1,4,3.13,172,1,0,0.591,11,3,0.188,1,0
128.04,1,2,1.28,308,1,0,-0.388,21,3,0.232,2,0
56.24,0,1,4.34,353,1,0,0.082,12,3,0.109,1,0
77.03,2,2,5.06,30,1,0,-0.369,6,1,0.109,2,0
21.65,2,4,5.07,163,1,0,0.318,13,0,0.125,2,0
78.89,2,6,2.94,28,1,0,1.254,20,5,0.297,0,0
152.01,0,0,4.43,336,0,0,-0.966,14,2,0.127,2,0
106.66,1,4,6.24,57,1,0,1.309,18,6,0.178,2,0
0.26,4,4,32.32,8,1,2,2.868,19,4,0.235,0,1
90.1,1,2,3.58,348,1,0,0.332,21,6,0.167,1,0
145.52,0,3,5.55,210,0,0,1.069,20,3,0.181,0,0
42.84,1,5,9.73,361,1,0,1.313,19,5,0.038,1,0
2.0,6,7,50.31,4,0,2,2.773,8,5,0.856,0,1
45.02,1,3,4.03,302,1,0,-0.895,14,2,0.211,2,0
24.18,0,0,5.36,270,1,0,1.149,10,6,0.195,1,0
31.44,2,4,9.51,241,1,0,-0.591,9,3,0.146,2,0
156.65,2,3,5.15,263,1,0,-0.074,19,5,0.062,2,0
22.33,2,2,2.13,168,1,0,-0.86,9,6,0.193,2,0
133.75,1,5,7.84,23,1,0,0.698,13,3,0.215,2,0
115.06,2,2,6.2,261,0,0,0.164,15,5,0.242,1,0
160.9,0,2,5.9,29,1,0,0.299,12,4,0.032,2,0
77.84,0,4,9.43,315,1,0,0.838,15,0,0.158,1,0
113.78,1,2,8.21,145,1,0,-0.67,17,5,0.213,2,0
125.92,2,5,7.68,340,1,0,1.35,8,4,0.123,2,0
161.92,2,6,3.05,283,1,0,-0.18,12,4,0.035,2,0
63.9,1,3,7.89,238,1,0,-0.86,14,3,0.218,0,0
60.64,1,2,7.45,258,1,0,0.259,12,1,0.272,1,0
40.19,0,1,3.2,216,1,0,0.426,16,6,0.148,0,0
2.79,1,1,2.86,90,1,0,1.079,17,1,0.25,0,0
91.84,1,2,5.11,53,1,0,0.097,18,1,0.169,0,0
107.14,0,1,1.62,198,1,0,0.707,9,5,0.221,2,0
104.39,2,2,7.22,281,1,0,1.358,7,4,0.27,1,0
3.56,1,4,8.33,267,1,0,0.312,7,2,0.146,2,0
79.52,1,4,1.21,252,1,0,1.344,18,1,0.239,0,0
149.52,1,3,8.11,38,1,0,-0.781,20,6,0.051,1,0
59.82,2,5,0.53,288,1,0,0.187,14,3,0.03,0,0
105.67,1,5,0.82,274,1,0,-0.834,21,5,0.298,1,0
50.26,0,0,2.63,126,1,0,0.274,12,3,0.216,1,0
116.5,2,6,0.27,311,1,0,-0.566,9,4,0.231,2,0
112.29,1,5,2.26,70,1,0,-0.416,20,2,0.194,1,0
17.21,2,6,2.89,43,1,0,-0.605,21,2,0.069,1,0
91.4,0,3,0.13,282,0,0,-0.701,13,6,0.271,0,0
34.85,0,4,7.58,128,1,0,-0.247,13,5,0.19,2,0
5.81,1,2,8.93,244,1,0,-0.594,20,3,0.261,1,0
9.66,1,4,3.31,136,1,0,-0.413,9,4,0.154,2,0
103.15,1,3,7.06,350,1,0,0.145,12,6,0.274,0,0
1.54,6,7,77.76,5,0,2,4.342,14,3,0.022,0,1
17.15,0,2,4.3,56,1,0,-0.481,13,6,0.049,0,0
157.12,0,3,7.26,226,1,0,0.394,7,2,0.013,0,0
123.45,2,3,2.19,10,1,0,-0.007,8,4,0.044,0,0
0.31,7,7,146.12,11,0,1,4.456,7,1,0.561,0,1
146.95,1,3,8.37,345,1,0,-0.846,9,3,0.193,1,0
161.07,0,3,8.65,25,1,0,-0.861,20,6,0.029,0,0
111.83,0,3,8.49,200,1,0,0.754,15,0,0.152,1,0
1.92,6,8,142.47,6,1,1,3.362,11,1,0.838,0,1
14.32,1,1,2.6,248,1,0,1.053,18,5,0.259,1,0
109.1,0,3,7.69,305,1,0,-0.748,18,0,0.059,1,0
20.52,1,2,2.19,109,1,0,1.367,14,3,0.281,1,0
33.66,2,5,8.81,340,1,0,-0.126,15,0,0.265,2,0
111.78,1,4,6.48,265,0,0,0.505,10,5,0.221,2,0
80.35,2,3,4.78,347,1,0,0.709,9,3,0.255,1,0
22.21,2,3,1.45,143,1,0,-0.95,21,6,0.089,1,0
153.39,1,3,1.4,316,1,0,0.697,7,1,0.164,0,0
20.26,0,2,7.65,64,1,0,1.276,19,0,0.245,2,0
63.78,1,1,3.26,51,1,0,-0.092,10,4,0.239,2,0
96.24,0,1,0.81,110,1,0,-0.992,20,1,0.291,2,0
138.28,2,5,7.36,206,1,0,-0.061,11,5,0.192,1,0
0.78,4,5,57.51,9,0,4,4.13,15,5,0.331,0,1
9.4,1,5,1.16,306,1,0,-0.446,13,2,0.124,1,0
121.46,2,3,2.26,17,1,0,-0.425,20,0,0.258,1,0
27.94,1,3,3.85,58,1,0,0.504,21,2,0.244,1,0
136.93,2,2,7.43,157,1,0,-0.074,16,6,0.239,2,0
52.8,0,3,1.29,56,1,0,0.245,17,1,0.149,0,0
43.73,2,2,6.48,291,1,0,1.169,7,1,0.111,1,0
0.25,4,5,109.84,6,0,3,3.37,10,4,0.708,0,1
0.72,7,7,146.03,11,1,2,5.848,18,3,0.24,0,1
1.6,5,9,77.24,2,0,3,3.398,7,4,0.295,0,1
93.06,2,6,5.12,20,1,0,0.525,8,1,0.082,2,0
6.09,1,3,1.77,294,1,0,0.294,7,4,0.143,2,0
80.31,2,2,9.14,31,1,0,1.044,11,2,0.234,1,0
1.5,5,6,79.73,9,0,1,4.023,14,6,0.392,0,1
51.54,1,5,8.87,223,1,0,-0.619,19,6,0.054,1,0
23.47,1,2,9.76,151,1,0,0.189,16,4,0.095,2,0
1.77,5,6,123.09,13,0,4,4.822,19,0,0.704,0,1
99.66,2,3,6.94,330,1,0,-0.922,20,1,0.174,0,0
100.59,2,3,2.2,123,1,0,0.014,12,2,0.013,1,0
0.52,6,9,66.79,0,0,3,5.296,10,3,0.728,0,1
1.53,4,5,113.74,9,0,4,3.59,20,6,0.582,0,1
25.97,2,6,4.02,276,1,0,0.868,6,5,0.169,2,0
165.44,1,2,5.04,45,1,0,-0.115,13,4,0.174,0,0
127.92,0,3,2.21,237,0,0,-0.692,16,6,0.286,0,0
0.72,4,8,57.88,0,0,4,4.158,18,4,0.048,0,1
1.85,5,7,48.57,0,0,2,2.553,19,3,0.355,0,1
131.87,0,1,5.73,281,0,0,0.796,20,4,0.292,2,0
12.74,1,2,7.62,129,1,0,0.408,15,6,0.08,0,0
46.01,1,5,5.82,43,1,0,0.548,15,0,0.067,1,0
4.33,1,3,4.19,242,1,0,-0.996,18,1,0.125,2,0
110.96,0,3,5.69,328,1,0,-0.505,9,2,0.05,0,0
16.05,1,1,6.15,53,1,0,1.078,7,3,0.009,0,0
47.12,1,5,1.29,26,1,0,-0.742,17,6,0.297,2,0
1.13,7,9,111.16,13,0,1,5.565,18,1,0.76,0,1
16.41,1,4,5.9,10,1,0,0.606,7,5,0.014,0,0
1.11,6,10,67.05,0,1,1,3.868,14,5,0.594,0,1
106.55,2,2,5.58,242,1,0,0.288,14,1,0.056,0,0
1.54,4,4,70.65,5,1,4,5.269,16,1,0.964,0,1
47.65,0,1,9.12,95,1,0,0.99,12,3,0.119,0,0
27.24,2,2,7.92,45,1,0,0.775,8,1,0.019,1,0
